,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
22618,24065538,94006,MRF21FEB56500CE,MRF,0.0,2021-02-25,56500.0,0.05,10,CE,NFO-OPT,NFO
22619,24065794,94007,MRF21FEB56500PE,MRF,0.0,2021-02-25,56500.0,0.05,10,PE,NFO-OPT,NFO
22620,24066050,94008,MRF21FEB57000CE,MRF,0.0,2021-02-25,57000.0,0.05,10,CE,NFO-OPT,NFO
22621,24066306,94009,MRF21FEB57000PE,MRF,0.0,2021-02-25,57000.0,0.05,10,PE,NFO-OPT,NFO
22622,24066562,94010,MRF21FEB57500CE,MRF,0.0,2021-02-25,57500.0,0.05,10,CE,NFO-OPT,NFO
22623,24066818,94011,MRF21FEB57500PE,MRF,0.0,2021-02-25,57500.0,0.05,10,PE,NFO-OPT,NFO
22624,24067074,94012,MRF21FEB58000CE,MRF,0.0,2021-02-25,58000.0,0.05,10,CE,NFO-OPT,NFO
22625,24067330,94013,MRF21FEB58000PE,MRF,0.0,2021-02-25,58000.0,0.05,10,PE,NFO-OPT,NFO
22626,24067586,94014,MRF21FEB58500CE,MRF,0.0,2021-02-25,58500.0,0.05,10,CE,NFO-OPT,NFO
22627,24067842,94015,MRF21FEB58500PE,MRF,0.0,2021-02-25,58500.0,0.05,10,PE,NFO-OPT,NFO
22628,24068098,94016,MRF21FEB59000CE,MRF,0.0,2021-02-25,59000.0,0.05,10,CE,NFO-OPT,NFO
22629,24068354,94017,MRF21FEB59000PE,MRF,0.0,2021-02-25,59000.0,0.05,10,PE,NFO-OPT,NFO
22630,24068610,94018,MRF21FEB59500CE,MRF,0.0,2021-02-25,59500.0,0.05,10,CE,NFO-OPT,NFO
22631,24068866,94019,MRF21FEB59500PE,MRF,0.0,2021-02-25,59500.0,0.05,10,PE,NFO-OPT,NFO
22632,24069122,94020,MRF21FEB60000CE,MRF,0.0,2021-02-25,60000.0,0.05,10,CE,NFO-OPT,NFO
22633,24069378,94021,MRF21FEB60000PE,MRF,0.0,2021-02-25,60000.0,0.05,10,PE,NFO-OPT,NFO
22634,24069634,94022,MRF21FEB60500CE,MRF,0.0,2021-02-25,60500.0,0.05,10,CE,NFO-OPT,NFO
22635,24069890,94023,MRF21FEB60500PE,MRF,0.0,2021-02-25,60500.0,0.05,10,PE,NFO-OPT,NFO
22636,24070146,94024,MRF21FEB61000CE,MRF,0.0,2021-02-25,61000.0,0.05,10,CE,NFO-OPT,NFO
22637,24070402,94025,MRF21FEB61000PE,MRF,0.0,2021-02-25,61000.0,0.05,10,PE,NFO-OPT,NFO
22638,24070658,94026,MRF21FEB61500CE,MRF,0.0,2021-02-25,61500.0,0.05,10,CE,NFO-OPT,NFO
22639,24070914,94027,MRF21FEB61500PE,MRF,0.0,2021-02-25,61500.0,0.05,10,PE,NFO-OPT,NFO
22640,24071170,94028,MRF21FEB62000CE,MRF,0.0,2021-02-25,62000.0,0.05,10,CE,NFO-OPT,NFO
22641,24071426,94029,MRF21FEB62000PE,MRF,0.0,2021-02-25,62000.0,0.05,10,PE,NFO-OPT,NFO
22642,24071682,94030,MRF21FEB62500CE,MRF,0.0,2021-02-25,62500.0,0.05,10,CE,NFO-OPT,NFO
22643,24071938,94031,MRF21FEB62500PE,MRF,0.0,2021-02-25,62500.0,0.05,10,PE,NFO-OPT,NFO
22644,24072194,94032,MRF21FEB63000CE,MRF,0.0,2021-02-25,63000.0,0.05,10,CE,NFO-OPT,NFO
22645,24072450,94033,MRF21FEB63000PE,MRF,0.0,2021-02-25,63000.0,0.05,10,PE,NFO-OPT,NFO
22646,24072706,94034,MRF21FEB63500CE,MRF,0.0,2021-02-25,63500.0,0.05,10,CE,NFO-OPT,NFO
22647,24072962,94035,MRF21FEB63500PE,MRF,0.0,2021-02-25,63500.0,0.05,10,PE,NFO-OPT,NFO
22648,24073218,94036,MRF21FEB64000CE,MRF,0.0,2021-02-25,64000.0,0.05,10,CE,NFO-OPT,NFO
22649,24073474,94037,MRF21FEB64000PE,MRF,0.0,2021-02-25,64000.0,0.05,10,PE,NFO-OPT,NFO
22650,24073730,94038,MRF21FEB64500CE,MRF,0.0,2021-02-25,64500.0,0.05,10,CE,NFO-OPT,NFO
22651,24073986,94039,MRF21FEB64500PE,MRF,0.0,2021-02-25,64500.0,0.05,10,PE,NFO-OPT,NFO
22652,24074242,94040,MRF21FEB65000CE,MRF,0.0,2021-02-25,65000.0,0.05,10,CE,NFO-OPT,NFO
22653,24074498,94041,MRF21FEB65000PE,MRF,0.0,2021-02-25,65000.0,0.05,10,PE,NFO-OPT,NFO
22654,24074754,94042,MRF21FEB65500CE,MRF,0.0,2021-02-25,65500.0,0.05,10,CE,NFO-OPT,NFO
22655,24075010,94043,MRF21FEB65500PE,MRF,0.0,2021-02-25,65500.0,0.05,10,PE,NFO-OPT,NFO
22656,24075266,94044,MRF21FEB66000CE,MRF,0.0,2021-02-25,66000.0,0.05,10,CE,NFO-OPT,NFO
22657,24075522,94045,MRF21FEB66000PE,MRF,0.0,2021-02-25,66000.0,0.05,10,PE,NFO-OPT,NFO
22658,24075778,94046,MRF21FEB66500CE,MRF,0.0,2021-02-25,66500.0,0.05,10,CE,NFO-OPT,NFO
22659,24076034,94047,MRF21FEB66500PE,MRF,0.0,2021-02-25,66500.0,0.05,10,PE,NFO-OPT,NFO
22660,24076290,94048,MRF21FEB67000CE,MRF,0.0,2021-02-25,67000.0,0.05,10,CE,NFO-OPT,NFO
22661,24076546,94049,MRF21FEB67000PE,MRF,0.0,2021-02-25,67000.0,0.05,10,PE,NFO-OPT,NFO
22662,24076802,94050,MRF21FEB67500CE,MRF,0.0,2021-02-25,67500.0,0.05,10,CE,NFO-OPT,NFO
22663,24077058,94051,MRF21FEB67500PE,MRF,0.0,2021-02-25,67500.0,0.05,10,PE,NFO-OPT,NFO
22664,24077314,94052,MRF21FEB68000CE,MRF,0.0,2021-02-25,68000.0,0.05,10,CE,NFO-OPT,NFO
22665,24077570,94053,MRF21FEB68000PE,MRF,0.0,2021-02-25,68000.0,0.05,10,PE,NFO-OPT,NFO
22666,24077826,94054,MRF21FEB68500CE,MRF,0.0,2021-02-25,68500.0,0.05,10,CE,NFO-OPT,NFO
22667,24078082,94055,MRF21FEB68500PE,MRF,0.0,2021-02-25,68500.0,0.05,10,PE,NFO-OPT,NFO
22668,24078338,94056,MRF21FEB69000CE,MRF,0.0,2021-02-25,69000.0,0.05,10,CE,NFO-OPT,NFO
22669,24078594,94057,MRF21FEB69000PE,MRF,0.0,2021-02-25,69000.0,0.05,10,PE,NFO-OPT,NFO
22670,24078850,94058,MRF21FEB69500CE,MRF,0.0,2021-02-25,69500.0,0.05,10,CE,NFO-OPT,NFO
22671,24079106,94059,MRF21FEB69500PE,MRF,0.0,2021-02-25,69500.0,0.05,10,PE,NFO-OPT,NFO
22672,24079362,94060,MRF21FEB70000CE,MRF,0.0,2021-02-25,70000.0,0.05,10,CE,NFO-OPT,NFO
22673,24079618,94061,MRF21FEB70000PE,MRF,0.0,2021-02-25,70000.0,0.05,10,PE,NFO-OPT,NFO
22674,24079874,94062,MRF21FEB70500CE,MRF,0.0,2021-02-25,70500.0,0.05,10,CE,NFO-OPT,NFO
22675,24080130,94063,MRF21FEB70500PE,MRF,0.0,2021-02-25,70500.0,0.05,10,PE,NFO-OPT,NFO
22676,24080386,94064,MRF21FEB71000CE,MRF,0.0,2021-02-25,71000.0,0.05,10,CE,NFO-OPT,NFO
22677,24080642,94065,MRF21FEB71000PE,MRF,0.0,2021-02-25,71000.0,0.05,10,PE,NFO-OPT,NFO
22678,24080898,94066,MRF21FEB71500CE,MRF,0.0,2021-02-25,71500.0,0.05,10,CE,NFO-OPT,NFO
22679,24081154,94067,MRF21FEB71500PE,MRF,0.0,2021-02-25,71500.0,0.05,10,PE,NFO-OPT,NFO
22680,24081410,94068,MRF21FEB72000CE,MRF,0.0,2021-02-25,72000.0,0.05,10,CE,NFO-OPT,NFO
22681,24081666,94069,MRF21FEB72000PE,MRF,0.0,2021-02-25,72000.0,0.05,10,PE,NFO-OPT,NFO
22682,24081922,94070,MRF21FEB72500CE,MRF,0.0,2021-02-25,72500.0,0.05,10,CE,NFO-OPT,NFO
22683,24082178,94071,MRF21FEB72500PE,MRF,0.0,2021-02-25,72500.0,0.05,10,PE,NFO-OPT,NFO
22684,24082434,94072,MRF21FEB73000CE,MRF,0.0,2021-02-25,73000.0,0.05,10,CE,NFO-OPT,NFO
22685,24082690,94073,MRF21FEB73000PE,MRF,0.0,2021-02-25,73000.0,0.05,10,PE,NFO-OPT,NFO
22686,24082946,94074,MRF21FEB73500CE,MRF,0.0,2021-02-25,73500.0,0.05,10,CE,NFO-OPT,NFO
22687,24083202,94075,MRF21FEB73500PE,MRF,0.0,2021-02-25,73500.0,0.05,10,PE,NFO-OPT,NFO
22688,24083458,94076,MRF21FEB74000CE,MRF,0.0,2021-02-25,74000.0,0.05,10,CE,NFO-OPT,NFO
22689,24083714,94077,MRF21FEB74000PE,MRF,0.0,2021-02-25,74000.0,0.05,10,PE,NFO-OPT,NFO
22690,24083970,94078,MRF21FEB74500CE,MRF,0.0,2021-02-25,74500.0,0.05,10,CE,NFO-OPT,NFO
22691,24084226,94079,MRF21FEB74500PE,MRF,0.0,2021-02-25,74500.0,0.05,10,PE,NFO-OPT,NFO
22692,24084482,94080,MRF21FEB75000CE,MRF,0.0,2021-02-25,75000.0,0.05,10,CE,NFO-OPT,NFO
22693,24084738,94081,MRF21FEB75000PE,MRF,0.0,2021-02-25,75000.0,0.05,10,PE,NFO-OPT,NFO
22694,24084994,94082,MRF21FEB75500CE,MRF,0.0,2021-02-25,75500.0,0.05,10,CE,NFO-OPT,NFO
22695,24085250,94083,MRF21FEB75500PE,MRF,0.0,2021-02-25,75500.0,0.05,10,PE,NFO-OPT,NFO
22696,24085506,94084,MRF21FEB76000CE,MRF,0.0,2021-02-25,76000.0,0.05,10,CE,NFO-OPT,NFO
22697,24085762,94085,MRF21FEB76000PE,MRF,0.0,2021-02-25,76000.0,0.05,10,PE,NFO-OPT,NFO
22698,24086018,94086,MRF21FEB76500CE,MRF,0.0,2021-02-25,76500.0,0.05,10,CE,NFO-OPT,NFO
22699,24086274,94087,MRF21FEB76500PE,MRF,0.0,2021-02-25,76500.0,0.05,10,PE,NFO-OPT,NFO
22700,24086530,94088,MRF21FEB77000CE,MRF,0.0,2021-02-25,77000.0,0.05,10,CE,NFO-OPT,NFO
22701,24086786,94089,MRF21FEB77000PE,MRF,0.0,2021-02-25,77000.0,0.05,10,PE,NFO-OPT,NFO
22702,24087042,94090,MRF21FEB77500CE,MRF,0.0,2021-02-25,77500.0,0.05,10,CE,NFO-OPT,NFO
22703,24087298,94091,MRF21FEB77500PE,MRF,0.0,2021-02-25,77500.0,0.05,10,PE,NFO-OPT,NFO
22704,24087554,94092,MRF21FEB78000CE,MRF,0.0,2021-02-25,78000.0,0.05,10,CE,NFO-OPT,NFO
22705,24087810,94093,MRF21FEB78000PE,MRF,0.0,2021-02-25,78000.0,0.05,10,PE,NFO-OPT,NFO
22706,24088066,94094,MRF21FEB78500CE,MRF,0.0,2021-02-25,78500.0,0.05,10,CE,NFO-OPT,NFO
22707,24088322,94095,MRF21FEB78500PE,MRF,0.0,2021-02-25,78500.0,0.05,10,PE,NFO-OPT,NFO
22708,24088578,94096,MRF21FEB79000CE,MRF,0.0,2021-02-25,79000.0,0.05,10,CE,NFO-OPT,NFO
22709,24088834,94097,MRF21FEB79000PE,MRF,0.0,2021-02-25,79000.0,0.05,10,PE,NFO-OPT,NFO
22710,24089090,94098,MRF21FEB79500CE,MRF,0.0,2021-02-25,79500.0,0.05,10,CE,NFO-OPT,NFO
22711,24089346,94099,MRF21FEB79500PE,MRF,0.0,2021-02-25,79500.0,0.05,10,PE,NFO-OPT,NFO
22712,24089602,94100,MRF21FEB80000CE,MRF,0.0,2021-02-25,80000.0,0.05,10,CE,NFO-OPT,NFO
22713,24089858,94101,MRF21FEB80000PE,MRF,0.0,2021-02-25,80000.0,0.05,10,PE,NFO-OPT,NFO
22714,24090114,94102,MRF21FEB80500CE,MRF,0.0,2021-02-25,80500.0,0.05,10,CE,NFO-OPT,NFO
22715,24090370,94103,MRF21FEB80500PE,MRF,0.0,2021-02-25,80500.0,0.05,10,PE,NFO-OPT,NFO
22716,24090626,94104,MRF21FEB81000CE,MRF,0.0,2021-02-25,81000.0,0.05,10,CE,NFO-OPT,NFO
22717,24090882,94105,MRF21FEB81000PE,MRF,0.0,2021-02-25,81000.0,0.05,10,PE,NFO-OPT,NFO
22718,24091138,94106,MRF21FEB81500CE,MRF,0.0,2021-02-25,81500.0,0.05,10,CE,NFO-OPT,NFO
22719,24091394,94107,MRF21FEB81500PE,MRF,0.0,2021-02-25,81500.0,0.05,10,PE,NFO-OPT,NFO
22720,24091650,94108,MRF21FEB82000CE,MRF,0.0,2021-02-25,82000.0,0.05,10,CE,NFO-OPT,NFO
22721,24091906,94109,MRF21FEB82000PE,MRF,0.0,2021-02-25,82000.0,0.05,10,PE,NFO-OPT,NFO
22722,24092162,94110,MRF21FEB82500CE,MRF,0.0,2021-02-25,82500.0,0.05,10,CE,NFO-OPT,NFO
22723,24092418,94111,MRF21FEB82500PE,MRF,0.0,2021-02-25,82500.0,0.05,10,PE,NFO-OPT,NFO
22724,24092674,94112,MRF21FEB83000CE,MRF,0.0,2021-02-25,83000.0,0.05,10,CE,NFO-OPT,NFO
22725,24092930,94113,MRF21FEB83000PE,MRF,0.0,2021-02-25,83000.0,0.05,10,PE,NFO-OPT,NFO
22726,24093186,94114,MRF21FEB83500CE,MRF,0.0,2021-02-25,83500.0,0.05,10,CE,NFO-OPT,NFO
22727,24093442,94115,MRF21FEB83500PE,MRF,0.0,2021-02-25,83500.0,0.05,10,PE,NFO-OPT,NFO
22728,24093698,94116,MRF21FEB84000CE,MRF,0.0,2021-02-25,84000.0,0.05,10,CE,NFO-OPT,NFO
22729,24093954,94117,MRF21FEB84000PE,MRF,0.0,2021-02-25,84000.0,0.05,10,PE,NFO-OPT,NFO
22730,24094210,94118,MRF21FEB84500CE,MRF,0.0,2021-02-25,84500.0,0.05,10,CE,NFO-OPT,NFO
22731,24094466,94119,MRF21FEB84500PE,MRF,0.0,2021-02-25,84500.0,0.05,10,PE,NFO-OPT,NFO
22732,24094722,94120,MRF21FEB85000CE,MRF,0.0,2021-02-25,85000.0,0.05,10,CE,NFO-OPT,NFO
22733,24094978,94121,MRF21FEB85000PE,MRF,0.0,2021-02-25,85000.0,0.05,10,PE,NFO-OPT,NFO
22734,24095234,94122,MRF21FEB85500CE,MRF,0.0,2021-02-25,85500.0,0.05,10,CE,NFO-OPT,NFO
22735,24095490,94123,MRF21FEB85500PE,MRF,0.0,2021-02-25,85500.0,0.05,10,PE,NFO-OPT,NFO
22736,24095746,94124,MRF21FEB86000CE,MRF,0.0,2021-02-25,86000.0,0.05,10,CE,NFO-OPT,NFO
22737,24096002,94125,MRF21FEB86000PE,MRF,0.0,2021-02-25,86000.0,0.05,10,PE,NFO-OPT,NFO
22738,24096258,94126,MRF21FEB86500CE,MRF,0.0,2021-02-25,86500.0,0.05,10,CE,NFO-OPT,NFO
22739,24096514,94127,MRF21FEB86500PE,MRF,0.0,2021-02-25,86500.0,0.05,10,PE,NFO-OPT,NFO
22740,24096770,94128,MRF21FEB87000CE,MRF,0.0,2021-02-25,87000.0,0.05,10,CE,NFO-OPT,NFO
22741,24097026,94129,MRF21FEB87000PE,MRF,0.0,2021-02-25,87000.0,0.05,10,PE,NFO-OPT,NFO
22742,24097282,94130,MRF21FEB87500CE,MRF,0.0,2021-02-25,87500.0,0.05,10,CE,NFO-OPT,NFO
22743,24097538,94131,MRF21FEB87500PE,MRF,0.0,2021-02-25,87500.0,0.05,10,PE,NFO-OPT,NFO
22744,24097794,94132,MRF21FEB88000CE,MRF,0.0,2021-02-25,88000.0,0.05,10,CE,NFO-OPT,NFO
22745,24098050,94133,MRF21FEB88000PE,MRF,0.0,2021-02-25,88000.0,0.05,10,PE,NFO-OPT,NFO
22746,24098306,94134,MRF21FEB88500CE,MRF,0.0,2021-02-25,88500.0,0.05,10,CE,NFO-OPT,NFO
22747,24098562,94135,MRF21FEB88500PE,MRF,0.0,2021-02-25,88500.0,0.05,10,PE,NFO-OPT,NFO
22748,24098818,94136,MRF21FEB89000CE,MRF,0.0,2021-02-25,89000.0,0.05,10,CE,NFO-OPT,NFO
22749,24099074,94137,MRF21FEB89000PE,MRF,0.0,2021-02-25,89000.0,0.05,10,PE,NFO-OPT,NFO
22750,24099330,94138,MRF21FEB89500CE,MRF,0.0,2021-02-25,89500.0,0.05,10,CE,NFO-OPT,NFO
22751,24099586,94139,MRF21FEB89500PE,MRF,0.0,2021-02-25,89500.0,0.05,10,PE,NFO-OPT,NFO
22752,24099842,94140,MRF21FEB90000CE,MRF,0.0,2021-02-25,90000.0,0.05,10,CE,NFO-OPT,NFO
22753,24100098,94141,MRF21FEB90000PE,MRF,0.0,2021-02-25,90000.0,0.05,10,PE,NFO-OPT,NFO
22754,20482562,80010,MUTHOOTFIN20DEC1000CE,MUTHOOTFIN,0.0,2020-12-31,1000.0,0.05,750,CE,NFO-OPT,NFO
22755,20482818,80011,MUTHOOTFIN20DEC1000PE,MUTHOOTFIN,0.0,2020-12-31,1000.0,0.05,750,PE,NFO-OPT,NFO
22756,20483074,80012,MUTHOOTFIN20DEC1020CE,MUTHOOTFIN,0.0,2020-12-31,1020.0,0.05,750,CE,NFO-OPT,NFO
22757,20483330,80013,MUTHOOTFIN20DEC1020PE,MUTHOOTFIN,0.0,2020-12-31,1020.0,0.05,750,PE,NFO-OPT,NFO
22758,20483586,80014,MUTHOOTFIN20DEC1040CE,MUTHOOTFIN,0.0,2020-12-31,1040.0,0.05,750,CE,NFO-OPT,NFO
22759,20483842,80015,MUTHOOTFIN20DEC1040PE,MUTHOOTFIN,0.0,2020-12-31,1040.0,0.05,750,PE,NFO-OPT,NFO
22760,20484098,80016,MUTHOOTFIN20DEC1060CE,MUTHOOTFIN,0.0,2020-12-31,1060.0,0.05,750,CE,NFO-OPT,NFO
22761,20484354,80017,MUTHOOTFIN20DEC1060PE,MUTHOOTFIN,0.0,2020-12-31,1060.0,0.05,750,PE,NFO-OPT,NFO
22762,20484610,80018,MUTHOOTFIN20DEC1080CE,MUTHOOTFIN,0.0,2020-12-31,1080.0,0.05,750,CE,NFO-OPT,NFO
22763,20484866,80019,MUTHOOTFIN20DEC1080PE,MUTHOOTFIN,0.0,2020-12-31,1080.0,0.05,750,PE,NFO-OPT,NFO
22764,20485122,80020,MUTHOOTFIN20DEC1100CE,MUTHOOTFIN,0.0,2020-12-31,1100.0,0.05,750,CE,NFO-OPT,NFO
22765,20485378,80021,MUTHOOTFIN20DEC1100PE,MUTHOOTFIN,0.0,2020-12-31,1100.0,0.05,750,PE,NFO-OPT,NFO
22766,20485634,80022,MUTHOOTFIN20DEC1120CE,MUTHOOTFIN,0.0,2020-12-31,1120.0,0.05,750,CE,NFO-OPT,NFO
22767,20485890,80023,MUTHOOTFIN20DEC1120PE,MUTHOOTFIN,0.0,2020-12-31,1120.0,0.05,750,PE,NFO-OPT,NFO
22768,20486146,80024,MUTHOOTFIN20DEC1140CE,MUTHOOTFIN,0.0,2020-12-31,1140.0,0.05,750,CE,NFO-OPT,NFO
22769,20486402,80025,MUTHOOTFIN20DEC1140PE,MUTHOOTFIN,0.0,2020-12-31,1140.0,0.05,750,PE,NFO-OPT,NFO
22770,20486658,80026,MUTHOOTFIN20DEC1160CE,MUTHOOTFIN,0.0,2020-12-31,1160.0,0.05,750,CE,NFO-OPT,NFO
22771,20486914,80027,MUTHOOTFIN20DEC1160PE,MUTHOOTFIN,0.0,2020-12-31,1160.0,0.05,750,PE,NFO-OPT,NFO
22772,20487170,80028,MUTHOOTFIN20DEC1180CE,MUTHOOTFIN,0.0,2020-12-31,1180.0,0.05,750,CE,NFO-OPT,NFO
22773,20487426,80029,MUTHOOTFIN20DEC1180PE,MUTHOOTFIN,0.0,2020-12-31,1180.0,0.05,750,PE,NFO-OPT,NFO
22774,20487682,80030,MUTHOOTFIN20DEC1200CE,MUTHOOTFIN,0.0,2020-12-31,1200.0,0.05,750,CE,NFO-OPT,NFO
22775,20487938,80031,MUTHOOTFIN20DEC1200PE,MUTHOOTFIN,0.0,2020-12-31,1200.0,0.05,750,PE,NFO-OPT,NFO
22776,20488194,80032,MUTHOOTFIN20DEC1220CE,MUTHOOTFIN,0.0,2020-12-31,1220.0,0.05,750,CE,NFO-OPT,NFO
22777,20488450,80033,MUTHOOTFIN20DEC1220PE,MUTHOOTFIN,0.0,2020-12-31,1220.0,0.05,750,PE,NFO-OPT,NFO
22778,20488706,80034,MUTHOOTFIN20DEC1240CE,MUTHOOTFIN,0.0,2020-12-31,1240.0,0.05,750,CE,NFO-OPT,NFO
22779,20488962,80035,MUTHOOTFIN20DEC1240PE,MUTHOOTFIN,0.0,2020-12-31,1240.0,0.05,750,PE,NFO-OPT,NFO
22780,20489218,80036,MUTHOOTFIN20DEC1260CE,MUTHOOTFIN,0.0,2020-12-31,1260.0,0.05,750,CE,NFO-OPT,NFO
22781,20489474,80037,MUTHOOTFIN20DEC1260PE,MUTHOOTFIN,0.0,2020-12-31,1260.0,0.05,750,PE,NFO-OPT,NFO
22782,20489730,80038,MUTHOOTFIN20DEC1280CE,MUTHOOTFIN,0.0,2020-12-31,1280.0,0.05,750,CE,NFO-OPT,NFO
22783,20489986,80039,MUTHOOTFIN20DEC1280PE,MUTHOOTFIN,0.0,2020-12-31,1280.0,0.05,750,PE,NFO-OPT,NFO
22784,20490242,80040,MUTHOOTFIN20DEC1300CE,MUTHOOTFIN,0.0,2020-12-31,1300.0,0.05,750,CE,NFO-OPT,NFO
22785,20490498,80041,MUTHOOTFIN20DEC1300PE,MUTHOOTFIN,0.0,2020-12-31,1300.0,0.05,750,PE,NFO-OPT,NFO
22786,20490754,80042,MUTHOOTFIN20DEC1320CE,MUTHOOTFIN,0.0,2020-12-31,1320.0,0.05,750,CE,NFO-OPT,NFO
22787,20491010,80043,MUTHOOTFIN20DEC1320PE,MUTHOOTFIN,0.0,2020-12-31,1320.0,0.05,750,PE,NFO-OPT,NFO
22788,20491266,80044,MUTHOOTFIN20DEC1340CE,MUTHOOTFIN,0.0,2020-12-31,1340.0,0.05,750,CE,NFO-OPT,NFO
22789,20491522,80045,MUTHOOTFIN20DEC1340PE,MUTHOOTFIN,0.0,2020-12-31,1340.0,0.05,750,PE,NFO-OPT,NFO
22790,20491778,80046,MUTHOOTFIN20DEC1360CE,MUTHOOTFIN,0.0,2020-12-31,1360.0,0.05,750,CE,NFO-OPT,NFO
22791,20492034,80047,MUTHOOTFIN20DEC1360PE,MUTHOOTFIN,0.0,2020-12-31,1360.0,0.05,750,PE,NFO-OPT,NFO
22792,20492290,80048,MUTHOOTFIN20DEC1380CE,MUTHOOTFIN,0.0,2020-12-31,1380.0,0.05,750,CE,NFO-OPT,NFO
22793,20492546,80049,MUTHOOTFIN20DEC1380PE,MUTHOOTFIN,0.0,2020-12-31,1380.0,0.05,750,PE,NFO-OPT,NFO
22794,20492802,80050,MUTHOOTFIN20DEC1400CE,MUTHOOTFIN,0.0,2020-12-31,1400.0,0.05,750,CE,NFO-OPT,NFO
22795,20493058,80051,MUTHOOTFIN20DEC1400PE,MUTHOOTFIN,0.0,2020-12-31,1400.0,0.05,750,PE,NFO-OPT,NFO
22796,20493314,80052,MUTHOOTFIN20DEC1420CE,MUTHOOTFIN,0.0,2020-12-31,1420.0,0.05,750,CE,NFO-OPT,NFO
22797,20493570,80053,MUTHOOTFIN20DEC1420PE,MUTHOOTFIN,0.0,2020-12-31,1420.0,0.05,750,PE,NFO-OPT,NFO
22798,20493826,80054,MUTHOOTFIN20DEC1440CE,MUTHOOTFIN,0.0,2020-12-31,1440.0,0.05,750,CE,NFO-OPT,NFO
22799,20494082,80055,MUTHOOTFIN20DEC1440PE,MUTHOOTFIN,0.0,2020-12-31,1440.0,0.05,750,PE,NFO-OPT,NFO
22800,20494338,80056,MUTHOOTFIN20DEC1460CE,MUTHOOTFIN,0.0,2020-12-31,1460.0,0.05,750,CE,NFO-OPT,NFO
22801,20494594,80057,MUTHOOTFIN20DEC1460PE,MUTHOOTFIN,0.0,2020-12-31,1460.0,0.05,750,PE,NFO-OPT,NFO
22802,20494850,80058,MUTHOOTFIN20DEC1480CE,MUTHOOTFIN,0.0,2020-12-31,1480.0,0.05,750,CE,NFO-OPT,NFO
22803,20495106,80059,MUTHOOTFIN20DEC1480PE,MUTHOOTFIN,0.0,2020-12-31,1480.0,0.05,750,PE,NFO-OPT,NFO
22804,20495362,80060,MUTHOOTFIN20DEC1500CE,MUTHOOTFIN,0.0,2020-12-31,1500.0,0.05,750,CE,NFO-OPT,NFO
22805,20495618,80061,MUTHOOTFIN20DEC1500PE,MUTHOOTFIN,0.0,2020-12-31,1500.0,0.05,750,PE,NFO-OPT,NFO
22806,9242882,36105,MUTHOOTFIN20DEC1520CE,MUTHOOTFIN,0.0,2020-12-31,1520.0,0.05,750,CE,NFO-OPT,NFO
22807,9243138,36106,MUTHOOTFIN20DEC1520PE,MUTHOOTFIN,0.0,2020-12-31,1520.0,0.05,750,PE,NFO-OPT,NFO
22808,20476162,79985,MUTHOOTFIN20DEC780CE,MUTHOOTFIN,0.0,2020-12-31,780.0,0.05,750,CE,NFO-OPT,NFO
22809,20476418,79986,MUTHOOTFIN20DEC780PE,MUTHOOTFIN,0.0,2020-12-31,780.0,0.05,750,PE,NFO-OPT,NFO
22810,20476674,79987,MUTHOOTFIN20DEC800CE,MUTHOOTFIN,0.0,2020-12-31,800.0,0.05,750,CE,NFO-OPT,NFO
22811,20477186,79989,MUTHOOTFIN20DEC800PE,MUTHOOTFIN,0.0,2020-12-31,800.0,0.05,750,PE,NFO-OPT,NFO
22812,20477442,79990,MUTHOOTFIN20DEC820CE,MUTHOOTFIN,0.0,2020-12-31,820.0,0.05,750,CE,NFO-OPT,NFO
22813,20477698,79991,MUTHOOTFIN20DEC820PE,MUTHOOTFIN,0.0,2020-12-31,820.0,0.05,750,PE,NFO-OPT,NFO
22814,20477954,79992,MUTHOOTFIN20DEC840CE,MUTHOOTFIN,0.0,2020-12-31,840.0,0.05,750,CE,NFO-OPT,NFO
22815,20478210,79993,MUTHOOTFIN20DEC840PE,MUTHOOTFIN,0.0,2020-12-31,840.0,0.05,750,PE,NFO-OPT,NFO
22816,20478466,79994,MUTHOOTFIN20DEC860CE,MUTHOOTFIN,0.0,2020-12-31,860.0,0.05,750,CE,NFO-OPT,NFO
22817,20478722,79995,MUTHOOTFIN20DEC860PE,MUTHOOTFIN,0.0,2020-12-31,860.0,0.05,750,PE,NFO-OPT,NFO
22818,20478978,79996,MUTHOOTFIN20DEC880CE,MUTHOOTFIN,0.0,2020-12-31,880.0,0.05,750,CE,NFO-OPT,NFO
22819,20479234,79997,MUTHOOTFIN20DEC880PE,MUTHOOTFIN,0.0,2020-12-31,880.0,0.05,750,PE,NFO-OPT,NFO
22820,20479490,79998,MUTHOOTFIN20DEC900CE,MUTHOOTFIN,0.0,2020-12-31,900.0,0.05,750,CE,NFO-OPT,NFO
22821,20480258,80001,MUTHOOTFIN20DEC900PE,MUTHOOTFIN,0.0,2020-12-31,900.0,0.05,750,PE,NFO-OPT,NFO
22822,20480514,80002,MUTHOOTFIN20DEC920CE,MUTHOOTFIN,0.0,2020-12-31,920.0,0.05,750,CE,NFO-OPT,NFO
22823,20480770,80003,MUTHOOTFIN20DEC920PE,MUTHOOTFIN,0.0,2020-12-31,920.0,0.05,750,PE,NFO-OPT,NFO
